conv_id,turn_id,num_unique_titles,num_retrieved_documents
5297662152218933133,1,100,100
3044532153122974495,1,100,100
7531338781855698099,1,100,100
-1399846655157895789,1,100,100
1543642101783063606,1,100,100
-3312861786535460651,1,100,100
2879961971411875411,1,100,100
-1809031756480168321,1,100,100
2732788140487199422,1,100,100
6899914690696934388,1,100,100
2883391369186330532,1,100,100
584061336258036313,1,100,100
-2260892622789184906,1,100,100
-8924472029139921406,1,100,100
-2604327493396077121,1,100,100
-6720673313529904353,1,100,100
566859028649217046,1,100,100
-6507969019352938701,1,100,100
7022000994275808416,1,100,100
904714712631864562,1,100,100
4401401298480428243,1,100,100
-848728341595919580,1,100,100
4669684566960373786,1,100,100
-690633050615489310,1,100,100
-5779968765043600643,1,100,100
-8439851101754830985,1,100,100
3836012932834528477,1,100,100
4887032827221457403,1,100,100
530147473104089403,1,100,100
-4101299696008747016,1,100,100
3574750801379114581,1,100,100
4959864851317563283,1,100,100
-2116425410977435615,1,100,100
-5691574297725446018,1,100,100
-257548144941246472,1,100,100
2162131021754490631,1,100,100
3829478768816471144,1,100,100
2150758230781740590,1,100,100
2100606427612483814,1,100,100
2035158141151071539,1,100,100
-6091317403616431424,1,100,100
-1191886032185107586,1,100,100
4096054819414217149,1,100,100
8387669331103688998,1,100,100
1842087098703753785,1,100,100
-4017059945977385164,1,100,100
2204275982530127040,1,100,100
-6615422287569447999,1,100,100
8668218091582393522,1,100,100
2853309702326199144,1,100,100
-3608642946871209804,1,100,100
5316156690812857278,1,100,100
-8953003803794192583,1,100,100
5071220695781014418,1,100,100
-2812739618266133094,1,100,100
-3182200894775355325,1,100,100
2030153173131108835,1,100,100
-4012957330580473376,1,100,100
-6796891827857341041,1,100,100
3176990470897363754,1,100,100
4112543474714307452,1,100,100
-2669303743703819493,1,100,100
1122967591704246284,1,100,100
-8642020247930479920,1,100,100
-4613149511964927506,1,100,100
4305131159689614591,1,100,100
-7801648853818289444,1,100,100
-8828368760724132815,1,100,100
-6036584763999756923,1,100,100
